judul_lagu;artist;mood;link_play
Pluto Projector;Rex Orange County;Sad;https://open.spotify.com/track/4EWBhKf1fOFnyMtUzACXEc
Mesra-mesraannya kecil-kecilan dulu;Sal Priadi;Sad;https://open.spotify.com/track/3TW8XLF8PyA3kFsV1l5713
7 rings;Ariana Grande;Calm;https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
Sorry;Pamungkas;Energetic;https://open.spotify.com/track/4gW0fnArZ93uAElSkuw0PG
terima kasih;Hal;Sad;https://open.spotify.com/track/0JtEuERxvGfXYcg0ALOwPu
Tally;BLACKPINK;Energetic;https://open.spotify.com/track/6Ho58vQUjGnBU9m8Z6uNcv
Snowman;Sia;Sad;https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
Januari;Glenn Fredly;Energetic;https://open.spotify.com/track/3h3BXv7Iq5CTTiN9CHgkNe
Unholy (feat. Kim Petras);Sam Smith;Energetic;https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG
Falling;Trevor Daniel;Sad;https://open.spotify.com/track/26XaOsDMbl0e1cVKYfkz6w
Tanya Hati;Pasto;Energetic;https://open.spotify.com/track/5D5wUmhN0uIWnPb6mNOBiN
Not You;Alan Walker;Sad;https://open.spotify.com/track/5BKJAuVMDyrFvUTo4dIaiK
You & I;Diego Gonzalez;Sad;https://open.spotify.com/track/3mX2GKPSW38pRpdmC9tdvY
Perlahan;Guyon Waton;Sad;https://open.spotify.com/track/01TdkJ0lorIzBsdks8X1Tb
Muara;Adera;Sad;https://open.spotify.com/track/4lCtZZktwgQqzCoJxK3ZxR
Bohongi Hati;Mahalini;Sad;https://open.spotify.com/track/0zYSfIjxemTi6jvUxGrDHl
100 Degrees;Rich Brian;Happy;https://open.spotify.com/track/2ZDpSQfBdgkooeXw6oj3Uz
Angin Kencang;Noh Salleh;Happy;https://open.spotify.com/track/2GWzRdezjEFyYrwldE7iCl
Bad Liar;Imagine Dragons;Energetic;https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
Permission to Dance;BTS;Happy;https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry
Into Your Arms (feat. Ava Max);Witt Lowry;Energetic;https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
bad guy;Billie Eilish;Calm;https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
34+35;Ariana Grande;Happy;https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
Terlalu Cinta;Rossa;Sad;https://open.spotify.com/track/6I9rJKR6WPRir6XoAaaJvH
FLOWER;JISOO;Happy;https://open.spotify.com/track/0bC7GKnxh9W9JIvJ6HVWxc
Ternyata Hanya Kamu;Brisia Jodie;Sad;https://open.spotify.com/track/1Cm9rVxlCWgGqB3Y3kmJCh
Senyumlah;Andmesh;Sad;https://open.spotify.com/track/1FvewPpBHE9U86rBaYauR1
After School;Weeekly;Happy;https://open.spotify.com/track/52CBUrIdyf8tbZaUY9iawE
Beautiful People (feat. Khalid);Ed Sheeran;Happy;https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
INDUSTRY BABY (feat. Jack Harlow);Lil Nas X;Happy;https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
Seluruh Nafas Ini;Last Child;Sad;https://open.spotify.com/track/2vzpoecVhBE1pKtHzKONaN
Play Date;Melanie Martinez;Sad;https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
Sedang Sayang Sayangnya;Mawar de Jongh;Sad;https://open.spotify.com/track/10CbwBfusPvPWuzuTLeMdm
An Art Gallery Could Never Be As Unique As You;mrld;Sad;https://open.spotify.com/track/22Nd3GuO7sHopPjdKccRcq
lovely (with Khalid);Billie Eilish;Sad;https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
Mata Ke Hati (Acoustic Version);Hivi!;Happy;https://open.spotify.com/track/4p5UcsOpnSYwqYnThBpDjD
Weak;Larissa Lambert;Sad;https://open.spotify.com/track/3UnfOb5hmnf4KF7NIgAj9a
Usik;Feby Putri;Sad;https://open.spotify.com/track/0301DpIhbVSPDWceTO8i8I
Kill This Love;BLACKPINK;Energetic;https://open.spotify.com/track/5GK7eDDTVz7CTge1wJrDQW
MONEY;LISA;Energetic;https://open.spotify.com/track/45OX2jjEw1l7lOFJfDP9fv
Yummy;Justin Bieber;Sad;https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
Untitled;MALIQ & D'Essentials;Calm;https://open.spotify.com/track/1i9iliTpiPLizleapSg37I
Mood (feat. iann dior);24kGoldn;Happy;https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
AKU MASIH MEMIKIRKANMU;Kezia;Sad;https://open.spotify.com/track/2KCikMsmJSBEgfOOskQ87P
Nonsense;Sabrina Carpenter;Happy;https://open.spotify.com/track/6dgUya35uo964z7GZXM07g
AMAZING;Rex Orange County;Happy;https://open.spotify.com/track/6FtIK0IkmG33lKbc1pyAlZ
Pilu Membiru;Kunto Aji;Sad;https://open.spotify.com/track/6A5tlFsbty5iJkSqMFWNFs
So Am I;Ava Max;Happy;https://open.spotify.com/track/2Xnv3GntqbBH1juvUYSpHG
Attention;Charlie Puth;Happy;https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
Perahu Kertas;Maudy Ayunda;Sad;https://open.spotify.com/track/0InJPuWIYp8fwlBGIQglLf
abcdefu;GAYLE;Sad;https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
Bahasa Kalbu;Raisa;Sad;https://open.spotify.com/track/7c98gah3Qah9o76kgkzfrV
Speechless (Full);Naomi Scott;Sad;https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
Butterflies;Abe Parker;Sad;https://open.spotify.com/track/6Xa2rrTpSLkpx887Y115mO
Favorite Girl;Justin Bieber;Happy;https://open.spotify.com/track/4nTjkWK590oBDcnIxTr1mI
IDGAF;Dua Lipa;Happy;https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
Kumau Dia;Andmesh;Happy;https://open.spotify.com/track/4msighkG4nKOw60aoN7lV7
W.H.U.T;Aisha Retno;Sad;https://open.spotify.com/track/4dtmj7X21gunWoQf98hW5L
Harusnya Aku;Armada;Happy;https://open.spotify.com/track/4NO6tr1qkrDQWgz0IEyxwE
Symphony (feat. Zara Larsson);Clean Bandit;Happy;https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
you broke me first;Tate McRae;Sad;https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
Kecewa;Bunga Citra Lestari;Sad;https://open.spotify.com/track/1sDfnkQge4Nmkp8sgLgH1i
Rindu Dalam Hati;Arsy Widianto;Sad;https://open.spotify.com/track/1DhJgI2oAsDeDVSD5TNPCF
Ice Cream (with Selena Gomez);BLACKPINK;Happy;https://open.spotify.com/track/1cdbkpZ3q1KYZDNSrOpdkb
Jakarta Hari Ini;For Revenge;Energetic;https://open.spotify.com/track/5hkQFKFRrr5gKdbbxsg6Lj
ROXANNE;Arizona Zervas;Energetic;https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
Rumpang;Nadin Amizah;Sad;https://open.spotify.com/track/2TRGNVokPnC2a2oHg5iv1H
Sweet Scar;Weird Genius;Energetic;https://open.spotify.com/track/3R0FDwQSXOiO5gaOZFxKZ5
Kembali Pulang;Suara Kayu;Sad;https://open.spotify.com/track/6xeqCawPZngDVqw2W2aGaR
Sick Feeling;boy pablo;Happy;https://open.spotify.com/track/7zxLkZbUxITHabPzGN8Xgc
Cukup Tau;Rizky Febian;Calm;https://open.spotify.com/track/0EwVncCcoi94Bbp39Kl50L
Made You Look;Meghan Trainor;Happy;https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u
Sofia;Clairo;Sad;https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
Adaptasi;Tulus;Sad;https://open.spotify.com/track/0Ax3HeFnPVuHBtzc0AQ7zw
People;Libianca;Sad;https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz
Jikalau Kau Cinta;Judika;Sad;https://open.spotify.com/track/29gdEEyeHC9ypmvQkohY4N
FRIENDS;Marshmello;Happy;https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
Mendung Tanpo Udan;Ndarboy Genk;Happy;https://open.spotify.com/track/0Z54rUZ81Vn0qphFR3jXUb
Luka Yang Kurindu;Mahen;Sad;https://open.spotify.com/track/5UgZoWvuycExNhZd6vIF7D
Rapsodi;JKT48;Sad;https://open.spotify.com/track/2X62SjtuwVQiGiZvZZ9Ztr
Always;Daniel Caesar;Sad;https://open.spotify.com/track/2LlOeW5rVcvl3QcPNPcDus
Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3;Maudy Ayunda;Sad;https://open.spotify.com/track/6dMXNAMr1dlAAUo53QKfqs
Surrender;Natalie Taylor;Sad;https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
That's What I Like;Bruno Mars;Happy;https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
Terlatih Patah Hati;The Rain;Happy;https://open.spotify.com/track/1mAkA0ZVdi3S9gVvuJw89I
Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;Happy;https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
Apa Mungkin;Bernadya;Calm;https://open.spotify.com/track/5KYUrBgdbIcqwaGSIgfXPl
New Rules;Dua Lipa;Happy;https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
Kartonyono Medot Janji;Denny Caknan;Happy;https://open.spotify.com/track/6bnCgtR9tDcADREMONA91t
Midsummer Madness;88rising;Sad;https://open.spotify.com/track/6TodWdTSDfzwgYynTZSvJn
Love Someone;Lukas Graham;Sad;https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
Membasuh;Hindia;Sad;https://open.spotify.com/track/3CBxVM0zGj41BQtE6m7gwb
Sweet but Psycho;Ava Max;Happy;https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI
Shallow;Lady Gaga;Sad;https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Lovesick Girls;BLACKPINK;Energetic;https://open.spotify.com/track/1GMufNnkKAnPLnqKJ5HHxW
Havana (feat. Young Thug);Camila Cabello;Happy;https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
New Light;John Mayer;Happy;https://open.spotify.com/track/4T6FWA703h6H7zk1FoSARw
Sorai;Nadin Amizah;Sad;https://open.spotify.com/track/3ymuBMTviroWLuf1jMsMVf
Cintanya Aku;Tiara Andini;Sad;https://open.spotify.com/track/53fKDMfQhWMSw7QKVDOTBP
Wolves;Selena Gomez;Energetic;https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
Aku Bukan Jodohnya;Tri Suaka;Sad;https://open.spotify.com/track/4YuzrUzwpTR8aRqLqepiFo
505;Arctic Monkeys;Energetic;https://open.spotify.com/track/0BxE4FqsDD1Ot4YuBXwAPp
eight(Prod.&Feat. SUGA of BTS);IU;Happy;https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
Beggin';Måneskin;Happy;https://open.spotify.com/track/31XdHPfyiFkRl5FrXw3rg3
All Falls Down (feat. Juliander);Alan Walker;Happy;https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
Versace on the Floor;Bruno Mars;Sad;https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
Don’t Start Now (Kaytranada Remix);Dua Lipa;Happy;https://open.spotify.com/track/7cYNQkJoyHVhP8Drb2n6d5
Snooze;SZA;Energetic;https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2
Apocalypse;Cigarettes After Sex;Calm;https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX
Mama;Jonas Blue;Happy;https://open.spotify.com/track/7jEyX4bqaCSdMN4D4JNnVj
Mine;Petra Sihombing;Sad;https://open.spotify.com/track/6NkUP6IeLnH6Yaw2wcNHzO
Jangan;Marion Jola;Happy;https://open.spotify.com/track/0hXshgMyFiHVNlnSzMikGn
Menunggu Kamu;Anji;Sad;https://open.spotify.com/track/3VjMoiVZRL6PBTpHArTK4I
The Middle;Zedd;Energetic;https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
Fly Me to the Moon;The Macarons Project;Sad;https://open.spotify.com/track/0flo3KqhjkcuoB1G6Mhq7s
Love In The Dark;Adele;Sad;https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY
Let Me Go (with Alesso, Florida Georgia Line & watt);Hailee Steinfeld;Happy;https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
Tenang;Yura Yunita;Sad;https://open.spotify.com/track/6ICTnGsaokIDEYobnwuCjZ
MONTERO (Call Me By Your Name);Lil Nas X;Happy;https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
Need to Know;Doja Cat;Sad;https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
Kisahku;Brisia Jodie;Sad;https://open.spotify.com/track/3RDNWxiX2qTMDLwOHYWPN2
If I Can't Have You;Shawn Mendes;Happy;https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
Happy Now;Zedd;Sad;https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
Romantic Homicide;d4vd;Sad;https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL
Berpisah Itu Mudah;Rizky Febian;Happy;https://open.spotify.com/track/1kHWcRUwMuspr5FZs2xdV8
Seperti Yang Kau Minta;Chrisye;Sad;https://open.spotify.com/track/78p734TnerfsAvDnoYxwMu
Another Love;Tom Odell;Sad;https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO
cigarettes of ours;Ardhito Pramono;Sad;https://open.spotify.com/track/77SiKnkNEnRw0uoPE4wuEp
Klebus;Guyon Waton;Happy;https://open.spotify.com/track/6wxZIB1y1HPYifGCsAPGaA
Mariposa;Peach Tree Rascals;Sad;https://open.spotify.com/track/4ja2gzrNh9VNigzoXfmbwD
Takeaway;The Chainsmokers;Energetic;https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
Kau Lagi;Celine & Nadya;Calm;https://open.spotify.com/track/6RsvbZ6gFjRSOFonpf55mT
fine today (Nanti Kita Cerita Tentang Hari Ini - Original Motion Picture Soundtrack);Ardhito Pramono;Calm;https://open.spotify.com/track/6EviFqpmuvHfQaExMKmt0A
Closure;Pamungkas;Sad;https://open.spotify.com/track/30WzWPV3Zi5ZJoSoftU30f
Film Favorit;Sheila On 7;Happy;https://open.spotify.com/track/2BCYKFDWnZi9PMkZiemQh1
Thunder;Imagine Dragons;Energetic;https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
Dusk Till Dawn (feat. Sia) - Radio Edit;ZAYN;Sad;https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
Happiness;Rex Orange County;Sad;https://open.spotify.com/track/7aSyG7cskkG3zhfO2JLxq3
Circles;Post Malone;Happy;https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
Polaroid Love;ENHYPEN;Happy;https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1
Sekali Ini Saja;Glenn Fredly;Sad;https://open.spotify.com/track/1GmIlN8URkjZxtV99zKlBk
Abadi;Dendi Nata;Energetic;https://open.spotify.com/track/6rdqabpJT3jplQzor1os8j
Supalonely;BENEE;Happy;https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
I Ain't Worried;OneRepublic;Happy;https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB
When You Love Someone;Endah N Rhesa;Sad;https://open.spotify.com/track/2XWsariqeTCH61B53r8yA3
Dia;Sammy Simorangkir;Happy;https://open.spotify.com/track/58eTFrdDC7ZiRq6DjfJxDG
Can We Kiss Forever?;Kina;Sad;https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
Shinunoga E-Wa;Fujii Kaze;Happy;https://open.spotify.com/track/0o9zmvc5f3EFApU52PPIyW
Oceans & Engines;NIKI;Sad;https://open.spotify.com/track/3vZk7OAUjMtVDNC852aNqi
Putus Atau Terus;Judika;Sad;https://open.spotify.com/track/7HBW6yX8iRf81nn6NVOzHL
Terserah;Glenn Fredly;Sad;https://open.spotify.com/track/1fFcUhuTyKulwqikvRG2hJ
edamame (feat. Rich Brian);bbno$;Happy;https://open.spotify.com/track/1uMHCAyGmHqyygoNRuo7MV
ELEVEN;IVE;Happy;https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
Back to You (feat. Bebe Rexha & Digital Farm Animals);Louis Tomlinson;Happy;https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
Sahabat Dulu - From Layangan Putus;Prinsa Mandagie;Sad;https://open.spotify.com/track/0zwz8FMlxFZXdnMHhLNvx5
LOVE DIVE;IVE;Happy;https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi
Nobody Gets Me;SZA;Sad;https://open.spotify.com/track/5Y35SjAfXjjG0sFQ3KOxmm
45862;Celina Sharma;Sad;https://open.spotify.com/track/304uzYXYjPulJpLRJzuesX
Ruang Sendiri;Tulus;Sad;https://open.spotify.com/track/3xTRHJwjjTP9dBP9aWbCi1
One Last Time;Ariana Grande;Energetic;https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd
Build a Bitch;Bella Poarch;Happy;https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
Sayap Pelindungmu;TheOvertunes;Sad;https://open.spotify.com/track/3LhUsgwtftfxHIPgViaYxB
Beautiful (feat. Camila Cabello);Bazzi;Energetic;https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
Kiss and Make Up;Dua Lipa;Happy;https://open.spotify.com/track/7jr3iPu4O4bTCVwLMbdU2i
Diary Depresiku;Last Child;Happy;https://open.spotify.com/track/4HPxh6IkRxCkb3T06Pltch
Rasah Bali;Lavora;Sad;https://open.spotify.com/track/19k7JnQqTk55l1yV7ul3MD
Darkside;Alan Walker;Energetic;https://open.spotify.com/track/6SRWhUJcD2YKahCwHavz3X
Taki Taki (with Selena Gomez, Ozuna & Cardi B);DJ Snake;Energetic;https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
What Lovers Do (feat. SZA);Maroon 5;Energetic;https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
Langit Favorit;Luthfi Aulia;Sad;https://open.spotify.com/track/6zbEZreD4YF3WlltVnfwt2
After LIKE;IVE;Happy;https://open.spotify.com/track/2gYj9lubBorOPIVWsTXugG
Sepatu;Tulus;Sad;https://open.spotify.com/track/73DWDOjVUyJ8sAiAcySvgS
I.F.L.Y.;Bazzi;Happy;https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD
Tanpa Cinta;Yovie & Nuno;Sad;https://open.spotify.com/track/0qjuyXWrksQxIRntqz9ZJV
Ekspektasi;Okin;Happy;https://open.spotify.com/track/6cqIxECF2y28W51gAdvzmU
august;Taylor Swift;Sad;https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
Yours;Raiden;Energetic;https://open.spotify.com/track/4KL3FJYexPrPuMdPagHPXp
As If It's Your Last;BLACKPINK;Energetic;https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT
I Will Fly;Ten2Five;Happy;https://open.spotify.com/track/7ksyTo1b9u61TeciibXiEL
Flowers;Miley Cyrus;Happy;https://open.spotify.com/track/0yLdNVWF3Srea0uzk55zFn
THATS WHAT I WANT;Lil Nas X;Energetic;https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
LATHI (with Sara Fajira);Weird Genius;Energetic;https://open.spotify.com/track/06pezDUwqVsUfpBNw6uJir
ily (i love you baby) (feat. Emilee);Surf Mesa;Energetic;https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
Aku Ikhlas;Aftershine;Happy;https://open.spotify.com/track/6odjb0tn9wgrMbd7dvzcdL
Yang Patah Tumbuh, Yang Hilang Berganti;Banda Neira;Sad;https://open.spotify.com/track/6Rd4ep779v8CjlFVhaHrNX
Tak Sanggup Melupa #terlanjurmencinta;Ziva Magnolya;Sad;https://open.spotify.com/track/5c41XA3sxiOD3cWkf1Gzki
Feel My Rhythm;Red Velvet;Energetic;https://open.spotify.com/track/2oBMZYteeO8DyXV9gDx6Za
Kasmaran;Jaz;Sad;https://open.spotify.com/track/6rB2whUL8s2Kt3wIxsnCGf
Next Level;aespa;Happy;https://open.spotify.com/track/2zrhoHlFKxFTRF5aMyxMoQ
Alone, Pt. II;Alan Walker;Happy;https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
Blinding Lights;The Weeknd;Energetic;https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
Lonely (with benny blanco);Justin Bieber;Sad;https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
Car's Outside - Sped Up Version;James Arthur;Happy;https://open.spotify.com/track/6OmKbLCskNWi1IcfpZbeJc
On The Ground;ROSÉ;Energetic;https://open.spotify.com/track/2xgACMNtJ5YktyvOC83SPO
Be Alright;Dean Lewis;Sad;https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
Candy;NCT DREAM;Happy;https://open.spotify.com/track/27bIik73QCu8Xzt3xpG1bI
Surat Cinta Untuk Starla;Virgoun;Sad;https://open.spotify.com/track/5o6StwqqVfG3vRLx8UP310
NVMD;Denise Julia;Energetic;https://open.spotify.com/track/7ArVzlFsFsQXNseVXmdOyk
Any song;ZICO;Happy;https://open.spotify.com/track/1iIhGHzzrzqQfuNkFI2qAn
Say So;Doja Cat;Happy;https://open.spotify.com/track/4QDMjy4fjGUMTxZkjcBZ1O
How Do You Sleep?;Sam Smith;Energetic;https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
Christmas Tree;V;Sad;https://open.spotify.com/track/186NCtNk1tUYS7c2DxgJ7O
Hilang Tanpa Bilang;Meiska;Sad;https://open.spotify.com/track/6YYjgWRjj703COAyUNkHGE
Typa Girl;BLACKPINK;Happy;https://open.spotify.com/track/3BHR1mJOqn2UZyq98YKPgd
Aku Bukan Untukmu;Rossa;Sad;https://open.spotify.com/track/3htM416yremamnna2RgSE2
Roman Picisan;Hanin Dhiya;Sad;https://open.spotify.com/track/47SkuKc4Po0JInI0JTtO61
Rewrite The Stars;Zac Efron;Energetic;https://open.spotify.com/track/65fpYBrI8o2cfrwf2US4gq
Sesaat Kau Hadir;Gery Gany;Sad;https://open.spotify.com/track/72MEldEAmz3WMJ2MkII3kP
Treat You Better;Shawn Mendes;Happy;https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
Disenchanted;My Chemical Romance;Energetic;https://open.spotify.com/track/6T7MAQCekVb3UnCykjX3BP
Mantra Cinta;Rizky Febian;Happy;https://open.spotify.com/track/0lYEdWgMZVmSoyDv3FschF
Under The Influence;Chris Brown;Energetic;https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb
Nothing;Bruno Major;Calm;https://open.spotify.com/track/1lORkxEMmsCZqhoxcmk3A3
Back To You;Selena Gomez;Happy;https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
Soulmate;Kahitna;Sad;https://open.spotify.com/track/2Z6UBAnnHHSCPAQHRB58m8
fuck, i'm lonely;Lauv;Happy;https://open.spotify.com/track/2RNsweBBb1a6tAHXQtt2xH
One Kiss (with Dua Lipa);Calvin Harris;Energetic;https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
Tukar Jiwa;Tulus;Sad;https://open.spotify.com/track/5VAGZmCKBxYT85w51gNy27
LOVE SCENARIO;iKON;Happy;https://open.spotify.com/track/3d3ELsqKlQ7WA0a10Isu3l
Watermelon Sugar;Harry Styles;Happy;https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
Cinta Karena Cinta;Judika;Sad;https://open.spotify.com/track/7KRaGWguQmNRKHVROCInCS
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack];Jung Kook;Energetic;https://open.spotify.com/track/1RDvyOk4WtPCtoqciJwVn8
Tegar;Rossa;Sad;https://open.spotify.com/track/32qGak8I84APt5Inj96cfq
Light Switch;Charlie Puth;Happy;https://open.spotify.com/track/1jEBSDN5vYViJQr78W7jr2
Kala Cinta Menggoda;Noah;Sad;https://open.spotify.com/track/4bZzHFP9VFX7HsyPomDwuE
Scared to Be Lonely;Martin Garrix;Energetic;https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
Mad at Disney;salem ilese;Happy;https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
Woman;Doja Cat;Happy;https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
Sunflower;Rex Orange County;Sad;https://open.spotify.com/track/7h2nmmoWDi2UpfYKLKWLYB
LALISA;LISA;Happy;https://open.spotify.com/track/2KZ3sNqPogEyMUUH6A5HFy
ANTIFRAGILE;LE SSERAFIM;Happy;https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1
FEARLESS;LE SSERAFIM;Energetic;https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj
Berharap Tak Berpisah;Reza Artamevia;Happy;https://open.spotify.com/track/5xKovpSlp7iKLMQTwGhOaD
Bangun Cinta;3 Composers;Sad;https://open.spotify.com/track/1xRP7GwKppuawKo4CbiTl2
Mean It;Lauv;Energetic;https://open.spotify.com/track/6mXdCcFnPKQznj4CmMRmHC
Cinta Sejati;Bunga Citra Lestari;Sad;https://open.spotify.com/track/7zPiwqd1uxBkiHuk2OoBWJ
Lose You To Love Me;Selena Gomez;Sad;https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
Heaven;Isyana Sarasvati;Sad;https://open.spotify.com/track/3gBFAvpAVSNohs3ESRMYHi
Young Dumb & Broke;Khalid;Sad;https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
December;Neck Deep;Sad;https://open.spotify.com/track/4oVdhvxZrKQTM9ZsUIZa3S
Hot Sauce;NCT DREAM;Energetic;https://open.spotify.com/track/6B8MM3PVQtUbZLay7tP7er
There for You;Martin Garrix;Energetic;https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
Hurts So Good;Astrid S;Energetic;https://open.spotify.com/track/46ydq5g3k17iLJs3qMDvO6
Day 1 ◑;HONNE;Happy;https://open.spotify.com/track/6ZzYETKetIfNUsZUb23jgG
More Than You Know;Axwell /\ Ingrosso;Happy;https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
Pretty Girl - Cheat Codes X CADE Remix;Maggie Lindemann;Happy;https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
After Last Night (with Thundercat & Bootsy Collins);Bruno Mars;Happy;https://open.spotify.com/track/6jGAh1bFnXt1Muj9zeHveZ
Despacito - Remix;Luis Fonsi;Happy;https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2
Bisa Tanpamu;Andmesh;Sad;https://open.spotify.com/track/3uzbpsQAHeRFrdJyNPQ0Kg
Stay;Zedd;Happy;https://open.spotify.com/track/6uBhi9gBXWjanegOb2Phh0
Infinity;Jaymes Young;Happy;https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Give Me Your Forever;Zack Tabudlo;Sad;https://open.spotify.com/track/4mzP5mHkRvGxdhdGdAH7EJ
Creepin' (with The Weeknd & 21 Savage);Metro Boomin;Sad;https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO
Silence;Marshmello;Energetic;https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
Let Me Down Slowly;Alec Benjamin;Sad;https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
Reminder;The Weeknd;Energetic;https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
